project,use_br,use_stopword,stage2,adddel,diff_type,DependentName,DependentValue
Closure-120b,False,True,skip,all-sep,gumtree_class,rank,248
Closure-121b,False,True,skip,all-sep,gumtree_class,rank,71
Closure-128b,False,True,skip,all-sep,gumtree_class,rank,88
Closure-133b,False,True,skip,all-sep,gumtree_class,rank,8
Closure-17b,False,True,skip,all-sep,gumtree_class,rank,252
Closure-2b,False,True,skip,all-sep,gumtree_class,rank,131
Closure-21b,False,True,skip,all-sep,gumtree_class,rank,1
Closure-27b,False,True,skip,all-sep,gumtree_class,rank,1
Closure-30b,False,True,skip,all-sep,gumtree_class,rank,99
Closure-31b,False,True,skip,all-sep,gumtree_class,rank,19
Closure-33b,False,True,skip,all-sep,gumtree_class,rank,466
Closure-48b,False,True,skip,all-sep,gumtree_class,rank,88
Closure-52b,False,True,skip,all-sep,gumtree_class,rank,5
Closure-59b,False,True,skip,all-sep,gumtree_class,rank,83
Closure-60b,False,True,skip,all-sep,gumtree_class,rank,142
Closure-61b,False,True,skip,all-sep,gumtree_class,rank,81
Closure-62b,False,True,skip,all-sep,gumtree_class,rank,2
Closure-64b,False,True,skip,all-sep,gumtree_class,rank,211
Closure-65b,False,True,skip,all-sep,gumtree_class,rank,3
Closure-66b,False,True,skip,all-sep,gumtree_class,rank,15
Closure-68b,False,True,skip,all-sep,gumtree_class,rank,3
Closure-73b,False,True,skip,all-sep,gumtree_class,rank,1
Closure-74b,False,True,skip,all-sep,gumtree_class,rank,28
Closure-76b,False,True,skip,all-sep,gumtree_class,rank,19
Closure-8b,False,True,skip,all-sep,gumtree_class,rank,56
Closure-80b,False,True,skip,all-sep,gumtree_class,rank,12
Closure-82b,False,True,skip,all-sep,gumtree_class,rank,68
Closure-85b,False,True,skip,all-sep,gumtree_class,rank,38
Closure-91b,False,True,skip,all-sep,gumtree_class,rank,33
Closure-92b,False,True,skip,all-sep,gumtree_class,rank,92
Closure-99b,False,True,skip,all-sep,gumtree_class,rank,18
Codec-10b,False,True,skip,all-sep,gumtree_class,rank,3
Codec-18b,False,True,skip,all-sep,gumtree_class,rank,1
Codec-3b,False,True,skip,all-sep,gumtree_class,rank,1
Compress-26b,False,True,skip,all-sep,gumtree_class,rank,2
Compress-39b,False,True,skip,all-sep,gumtree_class,rank,1
Compress-44b,False,True,skip,all-sep,gumtree_class,rank,1
Compress-7b,False,True,skip,all-sep,gumtree_class,rank,2
Compress-8b,False,True,skip,all-sep,gumtree_class,rank,3
Gson-15b,False,True,skip,all-sep,gumtree_class,rank,1
JacksonCore-14b,False,True,skip,all-sep,gumtree_class,rank,2
JacksonCore-4b,False,True,skip,all-sep,gumtree_class,rank,2
JacksonCore-5b,False,True,skip,all-sep,gumtree_class,rank,1
JacksonCore-6b,False,True,skip,all-sep,gumtree_class,rank,1
JacksonCore-8b,False,True,skip,all-sep,gumtree_class,rank,1
Jsoup-27b,False,True,skip,all-sep,gumtree_class,rank,1
Jsoup-4b,False,True,skip,all-sep,gumtree_class,rank,1
Jsoup-85b,False,True,skip,all-sep,gumtree_class,rank,6
Jsoup-9b,False,True,skip,all-sep,gumtree_class,rank,2
Lang-13b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-14b,False,True,skip,all-sep,gumtree_class,rank,3
Lang-19b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-21b,False,True,skip,all-sep,gumtree_class,rank,3
Lang-22b,False,True,skip,all-sep,gumtree_class,rank,4
Lang-25b,False,True,skip,all-sep,gumtree_class,rank,3
Lang-26b,False,True,skip,all-sep,gumtree_class,rank,2
Lang-28b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-31b,False,True,skip,all-sep,gumtree_class,rank,2
Lang-39b,False,True,skip,all-sep,gumtree_class,rank,3
Lang-4b,False,True,skip,all-sep,gumtree_class,rank,2
Lang-40b,False,True,skip,all-sep,gumtree_class,rank,3
Lang-43b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-44b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-45b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-46b,False,True,skip,all-sep,gumtree_class,rank,5
Lang-47b,False,True,skip,all-sep,gumtree_class,rank,3
Lang-48b,False,True,skip,all-sep,gumtree_class,rank,4
Lang-49b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-51b,False,True,skip,all-sep,gumtree_class,rank,2
Lang-52b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-53b,False,True,skip,all-sep,gumtree_class,rank,1
Lang-54b,False,True,skip,all-sep,gumtree_class,rank,3
Lang-55b,False,True,skip,all-sep,gumtree_class,rank,2
Lang-57b,False,True,skip,all-sep,gumtree_class,rank,2
Lang-6b,False,True,skip,all-sep,gumtree_class,rank,5
Lang-60b,False,True,skip,all-sep,gumtree_class,rank,5
Lang-61b,False,True,skip,all-sep,gumtree_class,rank,4
Lang-64b,False,True,skip,all-sep,gumtree_class,rank,1
Math-10b,False,True,skip,all-sep,gumtree_class,rank,1
Math-101b,False,True,skip,all-sep,gumtree_class,rank,1
Math-103b,False,True,skip,all-sep,gumtree_class,rank,2
Math-104b,False,True,skip,all-sep,gumtree_class,rank,2
Math-105b,False,True,skip,all-sep,gumtree_class,rank,6
Math-106b,False,True,skip,all-sep,gumtree_class,rank,1
Math-14b,False,True,skip,all-sep,gumtree_class,rank,9
Math-15b,False,True,skip,all-sep,gumtree_class,rank,37
Math-17b,False,True,skip,all-sep,gumtree_class,rank,1
Math-2b,False,True,skip,all-sep,gumtree_class,rank,29
Math-23b,False,True,skip,all-sep,gumtree_class,rank,13
Math-24b,False,True,skip,all-sep,gumtree_class,rank,13
Math-25b,False,True,skip,all-sep,gumtree_class,rank,2
Math-26b,False,True,skip,all-sep,gumtree_class,rank,3
Math-28b,False,True,skip,all-sep,gumtree_class,rank,15
Math-3b,False,True,skip,all-sep,gumtree_class,rank,2
Math-35b,False,True,skip,all-sep,gumtree_class,rank,2
Math-42b,False,True,skip,all-sep,gumtree_class,rank,24
Math-45b,False,True,skip,all-sep,gumtree_class,rank,6
Math-46b,False,True,skip,all-sep,gumtree_class,rank,10
Math-48b,False,True,skip,all-sep,gumtree_class,rank,12
Math-50b,False,True,skip,all-sep,gumtree_class,rank,5
Math-53b,False,True,skip,all-sep,gumtree_class,rank,1
Math-54b,False,True,skip,all-sep,gumtree_class,rank,1
Math-55b,False,True,skip,all-sep,gumtree_class,rank,1
Math-60b,False,True,skip,all-sep,gumtree_class,rank,28
Math-63b,False,True,skip,all-sep,gumtree_class,rank,3
Math-64b,False,True,skip,all-sep,gumtree_class,rank,8
Math-70b,False,True,skip,all-sep,gumtree_class,rank,3
Math-75b,False,True,skip,all-sep,gumtree_class,rank,2
Math-79b,False,True,skip,all-sep,gumtree_class,rank,4
Math-87b,False,True,skip,all-sep,gumtree_class,rank,8
Math-88b,False,True,skip,all-sep,gumtree_class,rank,44
Math-89b,False,True,skip,all-sep,gumtree_class,rank,2
Math-92b,False,True,skip,all-sep,gumtree_class,rank,1
Math-93b,False,True,skip,all-sep,gumtree_class,rank,1
Math-94b,False,True,skip,all-sep,gumtree_class,rank,1
Math-96b,False,True,skip,all-sep,gumtree_class,rank,3
Math-97b,False,True,skip,all-sep,gumtree_class,rank,7
Mockito-8b,False,True,skip,all-sep,gumtree_class,rank,2
Time-1b,False,True,skip,all-sep,gumtree_class,rank,3
Time-11b,False,True,skip,all-sep,gumtree_class,rank,4
Time-15b,False,True,skip,all-sep,gumtree_class,rank,2
Time-16b,False,True,skip,all-sep,gumtree_class,rank,6
Time-2b,False,True,skip,all-sep,gumtree_class,rank,6
Time-7b,False,True,skip,all-sep,gumtree_class,rank,24
Cli-29b,True,True,precise,add,git,rank,1
Closure-10b,True,True,precise,add,git,rank,165
Closure-104b,True,True,precise,add,git,rank,4
Closure-113b,True,True,precise,add,git,rank,34
Closure-115b,True,True,precise,add,git,rank,69
Closure-120b,True,True,precise,add,git,rank,165
Closure-121b,True,True,precise,add,git,rank,220
Closure-128b,True,True,precise,add,git,rank,173
Closure-133b,True,True,precise,add,git,rank,6
Closure-17b,True,True,precise,add,git,rank,184
Closure-2b,True,True,precise,add,git,rank,227
Closure-21b,True,True,precise,add,git,rank,3
Closure-27b,True,True,precise,add,git,rank,1
Closure-30b,True,True,precise,add,git,rank,151
Closure-31b,True,True,precise,add,git,rank,3
Closure-33b,True,True,precise,add,git,rank,65
Closure-48b,True,True,precise,add,git,rank,201
Closure-52b,True,True,precise,add,git,rank,31
Closure-59b,True,True,precise,add,git,rank,71
Closure-60b,True,True,precise,add,git,rank,29
Closure-61b,True,True,precise,add,git,rank,109
Closure-62b,True,True,precise,add,git,rank,5
Closure-64b,True,True,precise,add,git,rank,227
Closure-65b,True,True,precise,add,git,rank,42
Closure-66b,True,True,precise,add,git,rank,36
Closure-68b,True,True,precise,add,git,rank,6
Closure-73b,True,True,precise,add,git,rank,3
Closure-74b,True,True,precise,add,git,rank,8
Closure-76b,True,True,precise,add,git,rank,34
Closure-8b,True,True,precise,add,git,rank,191
Closure-80b,True,True,precise,add,git,rank,23
Closure-82b,True,True,precise,add,git,rank,9
Closure-85b,True,True,precise,add,git,rank,36
Closure-91b,True,True,precise,add,git,rank,29
Closure-92b,True,True,precise,add,git,rank,98
Closure-99b,True,True,precise,add,git,rank,7
Codec-10b,True,True,precise,add,git,rank,3
Codec-18b,True,True,precise,add,git,rank,1
Codec-3b,True,True,precise,add,git,rank,3
Compress-26b,True,True,precise,add,git,rank,1
Compress-39b,True,True,precise,add,git,rank,1
Compress-44b,True,True,precise,add,git,rank,1
Compress-7b,True,True,precise,add,git,rank,2
Compress-8b,True,True,precise,add,git,rank,1
Gson-15b,True,True,precise,add,git,rank,2
JacksonCore-14b,True,True,precise,add,git,rank,6
JacksonCore-4b,True,True,precise,add,git,rank,3
JacksonCore-5b,True,True,precise,add,git,rank,1
JacksonCore-6b,True,True,precise,add,git,rank,1
JacksonCore-8b,True,True,precise,add,git,rank,2
Jsoup-27b,True,True,precise,add,git,rank,4
Jsoup-4b,True,True,precise,add,git,rank,2
Jsoup-85b,True,True,precise,add,git,rank,1
Jsoup-9b,True,True,precise,add,git,rank,5
Lang-13b,True,True,precise,add,git,rank,1
Lang-14b,True,True,precise,add,git,rank,2
Lang-19b,True,True,precise,add,git,rank,1
Lang-21b,True,True,precise,add,git,rank,3
Lang-22b,True,True,precise,add,git,rank,4
Lang-25b,True,True,precise,add,git,rank,2
Lang-26b,True,True,precise,add,git,rank,1
Lang-28b,True,True,precise,add,git,rank,1
Lang-31b,True,True,precise,add,git,rank,1
Lang-39b,True,True,precise,add,git,rank,1
Lang-4b,True,True,precise,add,git,rank,2
Lang-40b,True,True,precise,add,git,rank,1
Lang-43b,True,True,precise,add,git,rank,3
Lang-44b,True,True,precise,add,git,rank,2
Lang-45b,True,True,precise,add,git,rank,1
Lang-46b,True,True,precise,add,git,rank,7
Lang-47b,True,True,precise,add,git,rank,2
Lang-48b,True,True,precise,add,git,rank,4
Lang-49b,True,True,precise,add,git,rank,1
Lang-51b,True,True,precise,add,git,rank,2
Lang-52b,True,True,precise,add,git,rank,1
Lang-53b,True,True,precise,add,git,rank,1
Lang-54b,True,True,precise,add,git,rank,2
Lang-55b,True,True,precise,add,git,rank,1
Lang-57b,True,True,precise,add,git,rank,2
Lang-6b,True,True,precise,add,git,rank,3
Lang-60b,True,True,precise,add,git,rank,1
Lang-61b,True,True,precise,add,git,rank,1
Lang-64b,True,True,precise,add,git,rank,1
Math-10b,True,True,precise,add,git,rank,6
Math-101b,True,True,precise,add,git,rank,1
Math-103b,True,True,precise,add,git,rank,1
Math-104b,True,True,precise,add,git,rank,2
Math-105b,True,True,precise,add,git,rank,3
Math-106b,True,True,precise,add,git,rank,1
Math-14b,True,True,precise,add,git,rank,2
Math-15b,True,True,precise,add,git,rank,16
Math-17b,True,True,precise,add,git,rank,1
Math-2b,True,True,precise,add,git,rank,11
Math-23b,True,True,precise,add,git,rank,13
Math-24b,True,True,precise,add,git,rank,12
Math-25b,True,True,precise,add,git,rank,1
Math-26b,True,True,precise,add,git,rank,4
Math-28b,True,True,precise,add,git,rank,7
Math-3b,True,True,precise,add,git,rank,2
Math-35b,True,True,precise,add,git,rank,3
Math-42b,True,True,precise,add,git,rank,15
Math-45b,True,True,precise,add,git,rank,5
Math-46b,True,True,precise,add,git,rank,1
Math-48b,True,True,precise,add,git,rank,21
Math-50b,True,True,precise,add,git,rank,16
Math-53b,True,True,precise,add,git,rank,5
Math-54b,True,True,precise,add,git,rank,1
Math-55b,True,True,precise,add,git,rank,5
Math-60b,True,True,precise,add,git,rank,26
Math-63b,True,True,precise,add,git,rank,1
Math-64b,True,True,precise,add,git,rank,5
Math-70b,True,True,precise,add,git,rank,1
Math-75b,True,True,precise,add,git,rank,1
Math-79b,True,True,precise,add,git,rank,3
Math-87b,True,True,precise,add,git,rank,2
Math-88b,True,True,precise,add,git,rank,3
Math-89b,True,True,precise,add,git,rank,2
Math-92b,True,True,precise,add,git,rank,3
Math-93b,True,True,precise,add,git,rank,1
Math-94b,True,True,precise,add,git,rank,1
Math-96b,True,True,precise,add,git,rank,4
Math-97b,True,True,precise,add,git,rank,1
Mockito-8b,True,True,precise,add,git,rank,4
Time-1b,True,True,precise,add,git,rank,8
Time-11b,True,True,precise,add,git,rank,2
Time-15b,True,True,precise,add,git,rank,1
Time-16b,True,True,precise,add,git,rank,1
Time-2b,True,True,precise,add,git,rank,4
Time-7b,True,True,precise,add,git,rank,1
Cli-29b,True,True,precise,add,no_diff,rank,1
Closure-10b,True,True,precise,add,no_diff,rank,211
Closure-104b,True,True,precise,add,no_diff,rank,5
Closure-113b,True,True,precise,add,no_diff,rank,20
Closure-115b,True,True,precise,add,no_diff,rank,59
Closure-120b,True,True,precise,add,no_diff,rank,79
Closure-121b,True,True,precise,add,no_diff,rank,325
Closure-128b,True,True,precise,add,no_diff,rank,156
Closure-133b,True,True,precise,add,no_diff,rank,4
Closure-17b,True,True,precise,add,no_diff,rank,368
Closure-2b,True,True,precise,add,no_diff,rank,225
Closure-21b,True,True,precise,add,no_diff,rank,5
Closure-27b,True,True,precise,add,no_diff,rank,1
Closure-30b,True,True,precise,add,no_diff,rank,142
Closure-31b,True,True,precise,add,no_diff,rank,13
Closure-33b,True,True,precise,add,no_diff,rank,5
Closure-48b,True,True,precise,add,no_diff,rank,338
Closure-52b,True,True,precise,add,no_diff,rank,41
Closure-59b,True,True,precise,add,no_diff,rank,80
Closure-60b,True,True,precise,add,no_diff,rank,20
Closure-61b,True,True,precise,add,no_diff,rank,85
Closure-62b,True,True,precise,add,no_diff,rank,5
Closure-64b,True,True,precise,add,no_diff,rank,211
Closure-65b,True,True,precise,add,no_diff,rank,62
Closure-66b,True,True,precise,add,no_diff,rank,46
Closure-68b,True,True,precise,add,no_diff,rank,28
Closure-73b,True,True,precise,add,no_diff,rank,8
Closure-74b,True,True,precise,add,no_diff,rank,46
Closure-76b,True,True,precise,add,no_diff,rank,47
Closure-8b,True,True,precise,add,no_diff,rank,248
Closure-80b,True,True,precise,add,no_diff,rank,17
Closure-82b,True,True,precise,add,no_diff,rank,6
Closure-85b,True,True,precise,add,no_diff,rank,36
Closure-91b,True,True,precise,add,no_diff,rank,23
Closure-92b,True,True,precise,add,no_diff,rank,89
Closure-99b,True,True,precise,add,no_diff,rank,4
Codec-10b,True,True,precise,add,no_diff,rank,3
Codec-18b,True,True,precise,add,no_diff,rank,1
Codec-3b,True,True,precise,add,no_diff,rank,3
Compress-26b,True,True,precise,add,no_diff,rank,2
Compress-39b,True,True,precise,add,no_diff,rank,2
Compress-44b,True,True,precise,add,no_diff,rank,1
Compress-7b,True,True,precise,add,no_diff,rank,2
Compress-8b,True,True,precise,add,no_diff,rank,1
Gson-15b,True,True,precise,add,no_diff,rank,3
JacksonCore-14b,True,True,precise,add,no_diff,rank,8
JacksonCore-4b,True,True,precise,add,no_diff,rank,6
JacksonCore-5b,True,True,precise,add,no_diff,rank,2
JacksonCore-6b,True,True,precise,add,no_diff,rank,2
JacksonCore-8b,True,True,precise,add,no_diff,rank,3
Jsoup-27b,True,True,precise,add,no_diff,rank,5
Jsoup-4b,True,True,precise,add,no_diff,rank,2
Jsoup-85b,True,True,precise,add,no_diff,rank,1
Jsoup-9b,True,True,precise,add,no_diff,rank,7
Lang-13b,True,True,precise,add,no_diff,rank,3
Lang-14b,True,True,precise,add,no_diff,rank,1
Lang-19b,True,True,precise,add,no_diff,rank,1
Lang-21b,True,True,precise,add,no_diff,rank,2
Lang-22b,True,True,precise,add,no_diff,rank,4
Lang-25b,True,True,precise,add,no_diff,rank,1
Lang-26b,True,True,precise,add,no_diff,rank,2
Lang-28b,True,True,precise,add,no_diff,rank,1
Lang-31b,True,True,precise,add,no_diff,rank,1
Lang-39b,True,True,precise,add,no_diff,rank,1
Lang-4b,True,True,precise,add,no_diff,rank,2
Lang-40b,True,True,precise,add,no_diff,rank,1
Lang-43b,True,True,precise,add,no_diff,rank,5
Lang-44b,True,True,precise,add,no_diff,rank,2
Lang-45b,True,True,precise,add,no_diff,rank,1
Lang-46b,True,True,precise,add,no_diff,rank,4
Lang-47b,True,True,precise,add,no_diff,rank,4
Lang-48b,True,True,precise,add,no_diff,rank,4
Lang-49b,True,True,precise,add,no_diff,rank,6
Lang-51b,True,True,precise,add,no_diff,rank,2
Lang-52b,True,True,precise,add,no_diff,rank,1
Lang-53b,True,True,precise,add,no_diff,rank,1
Lang-54b,True,True,precise,add,no_diff,rank,2
Lang-55b,True,True,precise,add,no_diff,rank,1
Lang-57b,True,True,precise,add,no_diff,rank,2
Lang-6b,True,True,precise,add,no_diff,rank,3
Lang-60b,True,True,precise,add,no_diff,rank,4
Lang-61b,True,True,precise,add,no_diff,rank,3
Lang-64b,True,True,precise,add,no_diff,rank,1
Math-10b,True,True,precise,add,no_diff,rank,29
Math-101b,True,True,precise,add,no_diff,rank,1
Math-103b,True,True,precise,add,no_diff,rank,1
Math-104b,True,True,precise,add,no_diff,rank,6
Math-105b,True,True,precise,add,no_diff,rank,3
Math-106b,True,True,precise,add,no_diff,rank,1
Math-14b,True,True,precise,add,no_diff,rank,2
Math-15b,True,True,precise,add,no_diff,rank,35
Math-17b,True,True,precise,add,no_diff,rank,1
Math-2b,True,True,precise,add,no_diff,rank,14
Math-23b,True,True,precise,add,no_diff,rank,10
Math-24b,True,True,precise,add,no_diff,rank,9
Math-25b,True,True,precise,add,no_diff,rank,1
Math-26b,True,True,precise,add,no_diff,rank,3
Math-28b,True,True,precise,add,no_diff,rank,10
Math-3b,True,True,precise,add,no_diff,rank,2
Math-35b,True,True,precise,add,no_diff,rank,3
Math-42b,True,True,precise,add,no_diff,rank,20
Math-45b,True,True,precise,add,no_diff,rank,4
Math-46b,True,True,precise,add,no_diff,rank,1
Math-48b,True,True,precise,add,no_diff,rank,15
Math-50b,True,True,precise,add,no_diff,rank,24
Math-53b,True,True,precise,add,no_diff,rank,5
Math-54b,True,True,precise,add,no_diff,rank,1
Math-55b,True,True,precise,add,no_diff,rank,5
Math-60b,True,True,precise,add,no_diff,rank,28
Math-63b,True,True,precise,add,no_diff,rank,3
Math-64b,True,True,precise,add,no_diff,rank,6
Math-70b,True,True,precise,add,no_diff,rank,2
Math-75b,True,True,precise,add,no_diff,rank,5
Math-79b,True,True,precise,add,no_diff,rank,3
Math-87b,True,True,precise,add,no_diff,rank,2
Math-88b,True,True,precise,add,no_diff,rank,3
Math-89b,True,True,precise,add,no_diff,rank,2
Math-92b,True,True,precise,add,no_diff,rank,6
Math-93b,True,True,precise,add,no_diff,rank,4
Math-94b,True,True,precise,add,no_diff,rank,1
Math-96b,True,True,precise,add,no_diff,rank,5
Math-97b,True,True,precise,add,no_diff,rank,2
Mockito-8b,True,True,precise,add,no_diff,rank,2
Time-1b,True,True,precise,add,no_diff,rank,6
Time-11b,True,True,precise,add,no_diff,rank,4
Time-15b,True,True,precise,add,no_diff,rank,3
Time-16b,True,True,precise,add,no_diff,rank,1
Time-2b,True,True,precise,add,no_diff,rank,5
Time-7b,True,True,precise,add,no_diff,rank,1
Cli-29b,False,True,precise,add,git,rank,1
Closure-10b,False,True,precise,add,git,rank,127
Closure-104b,False,True,precise,add,git,rank,3
Closure-113b,False,True,precise,add,git,rank,274
Closure-115b,False,True,precise,add,git,rank,168
Closure-120b,False,True,precise,add,git,rank,193
Closure-121b,False,True,precise,add,git,rank,348
Closure-128b,False,True,precise,add,git,rank,84
Closure-133b,False,True,precise,add,git,rank,8
Closure-17b,False,True,precise,add,git,rank,243
Closure-2b,False,True,precise,add,git,rank,137
Closure-21b,False,True,precise,add,git,rank,7
